len_1,dir_1,len_2,dir_2,len_3,dir_3,len_4,dir_4,len_5,dir_5,len_6,dir_6,len_7,dir_7,len_8,dir_8,iat_2,iat_3,iat_4,iat_5,iat_6,iat_7,iat_8,sum_len,min_len,max_len,n_fwd,n_bwd,n_small,n_large,iat_sum,iat_max,syn0,ack0,fin0,rst0,psh0,proto_tcp,port_src,port_dst,label,split,biflow_id,vpn
169,1,52,-1,169,-1,52,1,169,1,52,-1,185,1,52,-1,0.23102760314941406,101.48787498474121,0.6010532379150391,0.6999969482421875,0.20694732666015625,1.8870830535888672,0.28705596923828125,6496,52,1337,16,16,26,2,574.894905090332,101.48787498474121,0,1,0,0,1,1,50226,443,ssh,train,VPN/SSTP|ssh|4,VPN/SSTP
169,-1,52,1,233,-1,52,1,265,1,52,-1,169,-1,52,1,0.6000995635986328,0.29206275939941406,0.5919933319091797,1.3649463653564453,0.28586387634277344,142.92597770690918,55.66811561584473,4976,52,825,16,16,22,0,906.1801433563232,263.97705078125,0,1,0,0,1,1,50226,443,ssh,train,VPN/SSTP|ssh|4,VPN/SSTP
169,1,462,-1,52,-1,169,1,52,-1,249,1,52,-1,169,-1,0.24580955505371094,0.0021457672119140625,1.7609596252441406,0.32711029052734375,0.4699230194091797,0.28204917907714844,101.38201713562012,6087,52,1053,14,18,22,0,607.7578067779541,143.21088790893555,0,1,0,0,1,1,50226,443,ssh,train,VPN/SSTP|ssh|4,VPN/SSTP
199,1,52,-1,183,1,52,-1,183,-1,52,1,167,1,52,-1,0.3349781036376953,1430.968999862671,0.34499168395996094,101.30596160888672,0.7460117340087891,0.6248950958251953,0.31304359436035156,6675,52,1335,16,16,27,2,2012.8488540649414,1430.968999862671,0,1,0,0,1,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|0,VPN/OpenVPN
183,1,52,-1,167,-1,52,1,647,-1,52,1,1591,1,1458,1,0.5328655242919922,0.49614906311035156,0.31685829162597656,0.5800724029541016,0.23484230041503906,96.71807289123535,0.010013580322265625,11762,52,1591,16,16,21,4,572.7648735046387,234.7581386566162,0,1,0,0,1,1,1194,46084,ssh,train,VPN/OpenVPN|ssh|1,VPN/OpenVPN
52,1,151,1,52,-1,151,1,52,-1,167,1,52,-1,167,-1,94.56110000610352,0.6389617919921875,0.2999305725097656,0.553131103515625,602.5140285491943,0.6949901580810547,0.6289482116699219,5840,52,1335,17,15,29,2,2151.693105697632,986.3390922546387,0,1,0,0,0,1,1194,46084,ssh,train,VPN/OpenVPN|ssh|1,VPN/OpenVPN
52,-1,743,1,52,-1,183,-1,52,1,167,1,231,-1,52,1,4.265069961547852,0.5159378051757812,2.5141239166259766,0.2639293670654297,102.72693634033203,1.068115234375,0.29397010803222656,5360,52,823,16,16,23,0,1046.3500022888184,244.1091537475586,0,1,0,0,0,1,1194,46084,ssh,train,VPN/OpenVPN|ssh|1,VPN/OpenVPN
167,1,52,-1,1043,1,52,-1,167,-1,52,1,247,-1,52,1,50.299882888793945,0.36597251892089844,0.6060600280761719,3.317117691040039,0.2589225769042969,0.43511390686035156,0.3077983856201172,1832,52,1043,4,4,6,0,55.59086799621582,50.299882888793945,0,1,0,0,1,1,1194,46084,ssh,train,VPN/OpenVPN|ssh|1,VPN/OpenVPN
199,1,52,-1,183,1,52,-1,183,-1,167,1,52,-1,199,1,0.3600120544433594,681.1389923095703,0.34618377685546875,99.96986389160156,1.074075698852539,0.225067138671875,1.79290771484375,6675,52,1335,15,17,27,2,1252.1631717681885,681.1389923095703,0,1,0,0,1,1,46084,1194,ssh,test,VPN/OpenVPN|ssh|2,VPN/OpenVPN
167,-1,52,1,231,-1,52,1,263,1,52,-1,167,-1,52,1,42.092084884643555,0.27108192443847656,0.392913818359375,1.3060569763183594,0.2899169921875,146.87609672546387,0.5388259887695312,2915,52,823,9,9,13,0,740.0510311126709,261.120080947876,0,1,0,0,1,1,46084,1194,ssh,test,VPN/OpenVPN|ssh|2,VPN/OpenVPN
183,1,52,-1,183,-1,52,1,167,1,52,-1,199,1,52,-1,0.347137451171875,104.21991348266602,1.5718936920166016,0.7350444793701172,0.3039836883544922,1.7251968383789062,0.5998611450195312,6726,52,1335,15,17,28,2,625.0920295715332,104.248046875,0,1,0,0,1,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|3,VPN/OpenVPN
52,1,231,1,52,-1,167,-1,52,1,231,-1,52,1,263,1,0.5619525909423828,0.30493736267089844,104.23612594604492,0.6020069122314453,0.2968311309814453,0.4420280456542969,1.3670921325683594,4944,52,823,16,16,22,0,990.4320240020752,231.05406761169434,0,1,0,0,0,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|3,VPN/OpenVPN
52,1,231,-1,52,1,167,1,458,-1,52,-1,167,1,52,-1,0.30994415283203125,0.5919933319091797,0.030040740966796875,0.2529621124267578,0.0,2.1109580993652344,0.2760887145996094,5982,52,1043,15,17,21,0,480.94701766967773,104.32100296020508,0,1,0,0,0,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|3,VPN/OpenVPN
183,1,52,-1,183,-1,52,1,167,1,52,-1,199,1,52,-1,0.3380775451660156,103.95288467407227,1.2331008911132812,0.6628036499023438,0.2751350402832031,1.8079280853271484,0.2651214599609375,6384,52,1335,16,16,28,2,515.9318447113037,104.0198802947998,0,1,0,0,1,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|4,VPN/OpenVPN
743,-1,52,1,183,1,52,-1,1591,-1,1458,-1,52,1,988,-1,0.5819797515869141,4.392147064208984,0.2589225769042969,18.407106399536133,0.02384185791015625,0.7121562957763672,0.3039836883544922,12233,52,1591,16,16,21,5,270.4579830169678,78.2468318939209,0,1,0,0,1,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|4,VPN/OpenVPN
263,1,52,-1,167,-1,52,1,183,1,52,-1,951,-1,52,1,0.209808349609375,104.00104522705078,0.5590915679931641,45.78089714050293,0.2720355987548828,18.07093620300293,0.5800724029541016,9282,52,1458,14,18,22,3,348.829984664917,104.00104522705078,0,1,0,0,1,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|4,VPN/OpenVPN
1591,1,1458,1,52,-1,57,1,52,-1,167,-1,52,1,247,-1,0.2510547637939453,0.06794929504394531,0.5040168762207031,0.30493736267089844,39.79206085205078,45.09091377258301,9.920120239257812,8259,52,1591,17,15,23,2,430.56297302246094,141.4790153503418,0,1,0,0,1,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|4,VPN/OpenVPN
52,-1,167,-1,52,1,1043,-1,52,1,167,1,52,-1,247,1,103.98101806640625,41.174888610839844,0.3190040588378906,0.7710456848144531,2.7379989624023438,0.2040863037109375,1.21307373046875,6305,52,1043,14,18,23,0,635.1830959320068,145.55788040161133,0,1,0,0,0,1,46084,1194,ssh,train,VPN/OpenVPN|ssh|4,VPN/OpenVPN
104,1,104,-1,96,1,121,1,32,-1,96,-1,128,-1,96,1,104.2478084564209,1.1200904846191406,1.8739700317382812,100.88396072387695,3.2091140747070312,4.4689178466796875,1.1379718780517578,6689,32,1264,13,19,28,1,1418.1058406829834,120.52392959594727,0,0,0,0,0,0,0,0,ssh,train,VPN/PPTP|ssh|0,VPN/PPTP
96,1,288,1,96,-1,208,-1,160,-1,160,-1,144,-1,224,-1,1.0790824890136719,104.13789749145508,0.2589225769042969,1.6131401062011719,0.7848739624023438,0.014066696166992188,0.016927719116210938,3328,96,288,10,12,17,0,429.23808097839355,104.16293144226074,0,0,0,0,0,0,0,0,ssh,train,VPN/PPTP|ssh|0,VPN/PPTP
104,1,32,-1,104,-1,96,1,121,1,96,-1,128,-1,96,1,102.91004180908203,1.4350414276123047,1.0268688201904297,2.026081085205078,104.37488555908203,4.2400360107421875,0.9500980377197266,6497,32,1264,13,17,26,1,1324.552059173584,130.2180290222168,0,0,0,0,0,0,0,0,ssh,test,VPN/PPTP|ssh|1,VPN/PPTP
32,1,120,-1,120,1,32,-1,104,-1,104,1,96,-1,121,-1,1967.8850173950195,30.14206886291504,108.31499099731445,45.265913009643555,100.29792785644531,1.2860298156738281,1.9869804382324219,6865,32,1264,17,15,28,1,3607.8500747680664,1967.8850173950195,0,0,0,0,0,0,0,0,ssh,train,VPN/PPTP|ssh|2,VPN/PPTP
104,1,32,-1,104,-1,96,1,121,1,32,-1,96,-1,128,-1,108.63304138183594,1.3251304626464844,1.1849403381347656,2.1600723266601562,105.32784461975098,4.547119140625,7.124900817871094,5169,32,1264,9,16,22,1,684.9520206451416,108.63304138183594,0,0,0,0,0,0,0,0,ssh,calibration,VPN/PPTP|ssh|3,VPN/PPTP
104,1,32,-1,104,-1,96,1,183,1,32,-1,183,1,32,-1,104.73299026489258,15.411138534545898,1.2140274047851562,0.2579689025878906,103.15394401550293,287.3549461364746,102.61011123657227,6259,32,1264,16,16,28,1,2734.7700595855713,386.95287704467773,0,0,0,0,0,0,0,0,ssh,calibration,VPN/PPTP|ssh|4,VPN/PPTP
160,-1,192,1,96,-1,32,1,144,-1,176,1,183,1,96,-1,2.226114273071289,98.6490249633789,114.78590965270996,68.45808029174805,2.585887908935547,82.37218856811523,16.22295379638672,4215,32,752,12,13,21,0,1026.7581939697266,182.57379531860352,0,0,0,0,0,0,0,0,ssh,calibration,VPN/PPTP|ssh|4,VPN/PPTP
102,1,102,-1,94,1,119,1,94,-1,126,-1,94,1,1262,1,104.31790351867676,1.2440681457519531,2.1300315856933594,104.26688194274902,4.282951354980469,1.1529922485351562,1.4941692352294922,5209,40,1262,11,13,21,1,753.4668445587158,104.31790351867676,0,0,0,0,0,0,1701,1701,ssh,train,VPN/L2TP|ssh|0,VPN/L2TP
102,1,102,-1,94,1,119,1,94,-1,126,-1,94,1,1262,1,100.23188591003418,1.2869834899902344,2.145051956176758,100.19612312316895,4.031896591186523,1.0919570922851562,1.371145248413086,5443,94,1262,10,13,20,1,1010.1690292358398,183.60495567321777,0,0,0,0,0,0,1701,1701,ssh,calibration,VPN/L2TP|ssh|1,VPN/L2TP
102,1,102,-1,94,1,181,1,94,-1,94,1,94,-1,242,-1,120.83196640014648,1.2929439544677734,0.013113021850585938,25.177001953125,1.1260509490966797,94.3758487701416,0.164031982421875,6412,94,1262,16,16,28,1,1687.2310638427734,675.1229763031006,0,0,0,0,0,0,1701,1701,ssh,calibration,VPN/L2TP|ssh|2,VPN/L2TP
94,-1,142,-1,174,1,94,-1,750,-1,94,1,158,-1,94,1,182.92903900146484,2.5191307067871094,103.0728816986084,245.4819679260254,41.436195373535156,102.98585891723633,1.0991096496582031,3228,94,750,7,11,14,0,789.9470329284668,245.4819679260254,0,0,0,0,0,0,1701,1701,ssh,calibration,VPN/L2TP|ssh|2,VPN/L2TP
102,1,102,-1,94,1,119,1,94,-1,126,-1,94,1,1262,1,102.99301147460938,1.2371540069580078,2.057790756225586,102.90718078613281,4.369020462036133,1.1539459228515625,1.4309883117675781,7441,94,1262,13,19,26,1,1581.254005432129,292.1741008758545,0,0,0,0,0,0,1701,1701,ssh,train,VPN/L2TP|ssh|3,VPN/L2TP
102,1,102,-1,94,1,119,1,94,-1,126,-1,94,1,1262,1,98.65212440490723,1.2319087982177734,2.03704833984375,98.62709045410156,4.252910614013672,1.1620521545410156,1.3699531555175781,7441,94,1262,13,19,26,1,1532.0470333099365,288.41280937194824,0,0,0,0,0,0,1701,1701,ssh,test,VPN/L2TP|ssh|4,VPN/L2TP
60,1,60,1,124,-1,124,1,124,-1,140,-1,124,1,156,1,1039.9909019470215,74.1119384765625,104.42209243774414,1.3039112091064453,2.2230148315429688,104.34913635253906,4.67681884765625,8112,60,1292,19,13,24,1,2757.819890975952,1039.9909019470215,0,0,0,0,0,0,13231,13231,ssh,train,VPN/WireGuard|ssh|0,VPN/WireGuard
188,1,188,1,172,1,252,1,124,-1,124,-1,204,-1,124,1,0.7331371307373047,0.0019073486328125,0.05507469177246094,0.8718967437744141,2.0411014556884766,0.7739067077636719,104.29906845092773,5180,124,424,14,14,19,0,596.0960388183594,145.8449363708496,0,0,0,0,0,0,13231,13231,ssh,train,VPN/WireGuard|ssh|0,VPN/WireGuard
60,1,60,1,60,1,124,-1,124,1,124,-1,140,-1,124,1,1040.031909942627,1039.9141311645508,71.7768669128418,104.16507720947266,1.3370513916015625,2.0439624786376953,104.10499572753906,5780,60,1292,14,9,19,1,2946.075916290283,1040.031909942627,0,0,0,0,0,0,13231,13231,ssh,test,VPN/WireGuard|ssh|1,VPN/WireGuard
60,1,124,-1,124,1,124,-1,140,-1,124,1,156,1,124,-1,879.951000213623,104.28690910339355,1.4450550079345703,2.0051002502441406,104.3558120727539,4.81104850769043,1.2691020965576172,8240,60,1292,19,13,24,1,2467.1878814697266,879.951000213623,0,0,0,0,0,0,13231,13231,ssh,calibration,VPN/WireGuard|ssh|2,VPN/WireGuard
124,1,124,1,124,1,124,-1,124,1,140,1,124,-1,156,-1,1004.5440196990967,823.8880634307861,102.85496711730957,1.5158653259277344,2.050161361694336,102.74100303649902,7.263898849487305,8128,124,1292,16,16,25,1,3380.39493560791,1004.5440196990967,0,0,0,0,0,0,13231,13231,ssh,train,VPN/WireGuard|ssh|3,VPN/WireGuard
236,-1,188,-1,188,-1,172,-1,252,-1,124,1,124,1,172,1,1.6400814056396484,0.7300376892089844,0.00095367431640625,0.00095367431640625,0.7910728454589844,1.2769699096679688,0.2620220184326172,3008,124,316,5,11,11,0,319.979190826416,102.94485092163086,0,0,0,0,0,0,13231,13231,ssh,train,VPN/WireGuard|ssh|3,VPN/WireGuard
60,1,220,-1,124,-1,124,1,124,-1,140,-1,124,1,156,1,260.3268623352051,574.4619369506836,104.29716110229492,1.3530254364013672,2.0418167114257812,104.23898696899414,6.953001022338867,8272,60,1292,18,14,23,1,2577.180862426758,574.4619369506836,0,0,0,0,0,0,13231,13231,ssh,train,VPN/WireGuard|ssh|4,VPN/WireGuard
188,1,188,1,172,1,252,1,124,-1,124,-1,204,-1,124,1,0.9169578552246094,0.00095367431640625,0.00095367431640625,0.8611679077148438,1.8320083618164062,0.5249977111816406,104.19893264770508,5180,124,316,15,14,20,0,592.2129154205322,144.36101913452148,0,0,0,0,0,0,13231,13231,ssh,train,VPN/WireGuard|ssh|4,VPN/WireGuard
124,1,124,-1,29,1,29,-1,144,1,144,-1,144,1,176,1,0.5879402160644531,11.093854904174805,379.3911933898926,520.2958583831787,102.36096382141113,1.127004623413086,2.079010009765625,8514,29,1312,15,17,22,2,2412.9629135131836,520.2958583831787,0,0,0,0,0,0,4500,4500,ssh,train,VPN/L2TP IPsec|ssh|0,VPN/L2TP IPsec
144,-1,256,-1,208,-1,208,-1,192,-1,272,-1,144,1,144,1,0.5929470062255859,2.0661354064941406,1.107931137084961,0.015974044799804688,0.07104873657226562,0.3409385681152344,2.156972885131836,3120,96,272,8,9,8,0,154.4020175933838,52.6580810546875,0,0,0,0,0,0,4500,4500,ssh,train,VPN/L2TP IPsec|ssh|0,VPN/L2TP IPsec
144,1,144,-1,144,1,176,1,144,-1,176,-1,144,1,1312,1,102.73909568786621,1.3239383697509766,2.0279884338378906,102.82111167907715,6.695985794067383,1.1649131774902344,1.5070438385009766,6576,144,1312,10,13,16,2,1035.6950759887695,182.98101425170898,0,0,0,0,0,0,4500,4500,ssh,calibration,VPN/L2TP IPsec|ssh|1,VPN/L2TP IPsec
144,1,144,-1,144,1,176,1,144,-1,176,-1,144,1,1312,1,104.24399375915527,1.3840198516845703,1.9690990447998047,104.14505004882812,4.307031631469727,1.2009143829345703,1.3439655303955078,8666,29,1312,14,18,21,2,1525.3820419311523,139.0829086303711,0,0,0,0,0,0,4500,4500,ssh,train,VPN/L2TP IPsec|ssh|2,VPN/L2TP IPsec
208,-1,208,-1,192,-1,272,-1,144,1,144,1,224,1,144,-1,0.8180141448974609,0.011920928955078125,0.00095367431640625,0.7729530334472656,1.795053482055664,0.7948875427246094,104.10308837890625,4800,144,336,12,13,14,0,336.9588851928711,104.11405563354492,0,0,0,0,0,0,4500,4500,ssh,train,VPN/L2TP IPsec|ssh|2,VPN/L2TP IPsec
144,1,144,-1,144,1,176,1,144,-1,176,-1,144,1,1312,1,102.49996185302734,2.196073532104492,1.6608238220214844,102.47302055358887,4.619121551513672,0.9958744049072266,1.8281936645507812,8208,144,1312,13,15,18,2,1438.1499290466309,257.3659420013428,0,0,0,0,0,0,4500,4500,ssh,calibration,VPN/L2TP IPsec|ssh|3,VPN/L2TP IPsec
144,1,144,-1,144,1,176,1,144,-1,176,-1,144,1,1312,1,100.1131534576416,1.294851303100586,2.3670196533203125,99.9290943145752,6.387948989868164,1.1990070343017578,1.6040802001953125,8960,144,1312,14,18,20,2,1556.107997894287,289.837121963501,0,0,0,0,0,0,4500,4500,ssh,train,VPN/L2TP IPsec|ssh|4,VPN/L2TP IPsec
208,-1,192,-1,272,-1,144,1,224,1,144,-1,208,-1,240,1,0.0021457672119140625,0.06198883056640625,2.285003662109375,0.7538795471191406,100.0680923461914,0.0030994415283203125,1.2078285217285156,3360,144,336,7,10,8,0,327.6801109313965,100.12292861938477,0,0,0,0,0,0,4500,4500,ssh,train,VPN/L2TP IPsec|ssh|4,VPN/L2TP IPsec
172,1,148,-1,172,1,148,-1,172,1,40,-1,1458,-1,1458,-1,1.3661384582519531,0.28777122497558594,2.196073532104492,0.2529621124267578,22.969961166381836,801.9552230834961,0.015974044799804688,26784,40,2876,12,20,15,16,835.1190090179443,801.9552230834961,0,1,0,0,1,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
124,1,1458,-1,1458,-1,1416,-1,40,1,124,1,132,-1,112,1,3.304004669189453,0.04506111145019531,0.04482269287109375,0.4761219024658203,0.4470348358154297,4.070043563842773,0.78582763671875,26996,40,1458,12,20,14,18,23.44799041748047,4.070043563842773,0,1,0,0,1,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
52,1,40,1,124,1,132,-1,112,1,132,-1,112,1,1458,-1,0.2491474151611328,0.4558563232421875,5.378007888793945,0.6480216979980469,2.4139881134033203,0.5960464477539062,2.749919891357422,24038,40,2876,15,17,17,14,20.321130752563477,5.378007888793945,0,1,0,0,0,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
1458,-1,1416,-1,40,1,124,1,132,-1,112,1,132,-1,112,1,0.03790855407714844,0.4451274871826172,0.34999847412109375,3.924846649169922,0.5900859832763672,2.354860305786133,0.5881786346435547,26820,40,4294,14,18,16,15,18.666982650756836,3.924846649169922,0,1,0,0,0,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
1458,-1,1416,-1,40,1,124,1,132,-1,112,1,132,-1,112,1,0.04100799560546875,0.46896934509277344,0.431060791015625,3.8738250732421875,0.6439685821533203,2.3000240325927734,0.7050037384033203,25390,40,2876,14,18,17,14,35.092830657958984,18.339872360229492,0,1,0,0,0,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
148,-1,172,1,148,-1,172,1,148,-1,172,1,148,-1,172,1,0.3020763397216797,1.2729167938232422,0.28204917907714844,5.882978439331055,0.2739429473876953,12.146949768066406,0.27298927307128906,5120,148,172,16,16,32,0,49.71790313720703,12.146949768066406,0,1,0,0,1,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
148,-1,172,1,148,-1,172,1,148,-1,172,1,148,-1,172,1,0.24008750915527344,0.5090236663818359,0.2238750457763672,2.1071434020996094,0.3619194030761719,9.259939193725586,0.2300739288330078,8852,40,1458,15,17,29,3,45.829057693481445,12.18104362487793,0,1,0,0,1,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
124,1,132,-1,112,1,132,-1,112,1,40,-1,148,-1,172,1,4.66609001159668,0.7719993591308594,2.526998519897461,0.7238388061523438,25.349140167236328,179.0759563446045,0.2739429473876953,4572,40,172,15,17,32,0,401.3171195983887,179.0759563446045,0,1,0,0,1,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
148,-1,172,1,148,-1,172,1,148,-1,172,1,148,-1,172,1,0.22101402282714844,3.779888153076172,0.225067138671875,1.0721683502197266,0.22983551025390625,2.8209686279296875,0.2281665802001953,1280,148,172,4,4,8,0,8.577108383178711,3.779888153076172,0,1,0,0,1,1,445,63961,ssh,train,Non VPN|ssh|0,Non VPN
214,1,190,-1,214,1,190,-1,214,1,88,-1,1500,-1,1500,-1,1.3229846954345703,0.33402442932128906,2.1500587463378906,0.2930164337158203,22.917985916137695,801.934003829956,0.030994415283203125,28176,88,1500,11,21,11,17,834.5880508422852,801.934003829956,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
82,1,166,1,1500,-1,1500,-1,1458,-1,82,1,166,1,174,-1,0.40602684020996094,3.264904022216797,0.04100799560546875,0.02002716064453125,0.5390644073486328,0.45299530029296875,4.042863845825195,28346,82,1500,12,20,14,18,23.34308624267578,4.042863845825195,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
88,1,94,1,82,1,166,1,174,-1,154,1,174,-1,154,1,0.23698806762695312,0.2639293670654297,0.4420280456542969,5.3539276123046875,0.6680488586425781,2.3849010467529297,0.6430149078369141,23904,82,1500,15,17,17,14,17.74001121520996,5.3539276123046875,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
166,1,1500,-1,1500,-1,1458,-1,82,1,166,1,174,-1,154,1,2.3899078369140625,0.019073486328125,0.050067901611328125,0.5128383636474609,0.32901763916015625,3.896951675415039,0.6442070007324219,26800,82,1500,13,19,15,16,17.927885055541992,3.896951675415039,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
1458,-1,82,1,166,1,1500,-1,1500,-1,1458,-1,82,1,166,1,0.4889965057373047,0.2989768981933594,2.3300647735595703,0.04601478576660156,0.04601478576660156,0.5218982696533203,0.41794776916503906,25340,82,1500,14,18,16,15,16.916990280151367,3.8390159606933594,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
1500,-1,1500,-1,1458,-1,82,1,166,1,88,-1,190,-1,214,1,0.03981590270996094,0.0400543212890625,0.5350112915039062,0.3261566162109375,18.29981803894043,41.06402397155762,0.3299713134765625,9934,82,1500,14,18,17,3,105.05390167236328,41.06402397155762,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
214,1,190,-1,214,1,190,-1,214,1,190,-1,214,1,190,-1,1.1239051818847656,0.25916099548339844,2.138853073120117,0.26702880859375,0.5331039428710938,0.39196014404296875,0.4520416259765625,6464,190,214,16,16,16,0,35.676002502441406,9.217977523803711,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
214,1,190,-1,214,1,1500,-1,1500,-1,1458,-1,82,1,166,1,2.0148754119873047,0.31304359436035156,12.125015258789062,0.02193450927734375,0.03600120544433594,0.5640983581542969,0.7100105285644531,13096,82,1500,13,19,21,6,222.75686264038086,78.08613777160645,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
214,1,190,-1,214,1,190,-1,190,-1,214,1,214,1,190,-1,2.0020008087158203,0.2961158752441406,0.04696846008300781,0.051975250244140625,0.29397010803222656,0.02193450927734375,1.238107681274414,6464,190,214,16,16,16,0,11.581897735595703,2.0020008087158203,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
214,1,190,-1,214,1,190,-1,190,-1,214,1,214,1,88,-1,0.2181529998779297,0.3628730773925781,2.068042755126953,0.26988983154296875,0.24199485778808594,0.24318695068359375,0.2498626708984375,5906,88,214,14,18,18,0,81.58206939697266,42.44184494018555,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
190,-1,214,1,190,-1,214,1,190,-1,214,1,190,-1,214,1,0.36597251892089844,4.996061325073242,0.36907196044921875,0.4699230194091797,0.3650188446044922,0.4279613494873047,0.3631114959716797,6110,88,214,14,18,18,0,49.31306838989258,18.810033798217773,0,0,0,0,0,0,0,0,ssh,test,Non VPN|ssh|1,Non VPN
